#Region	Chromosome	Start	Stop	CN-Probes	SNP-Probes
CNV11007	chr5	177781037	177785186		SNP_A-8550168,SNP_A-4246862
CNV11008	chr5	178662194	178863912	CN_1147535,CN_295461,CN_1147537,CN_1147538,CN_1147539,CN_1147540,CN_1147545,CN_1147546,CN_1147547,CN_1147548,CN_1147550,CN_1147553,CN_1147554,CN_1147555,CN_1147558,CN_295467,CN_1147559,CN_1147560,CN_1147561,CN_1147562,CN_1147563,CN_1147564,CN_1147565,CN_1147566,CN_1147570,CN_1147571,CN_1147576,CN_1147578,CN_1147580,CN_1147581,CN_1147584,CN_1147587,CN_1147589,CN_1149682	SNP_A-8624486,SNP_A-8670415,SNP_A-8670416,SNP_A-8653471,SNP_A-4298030,SNP_A-2186137,SNP_A-8456246,SNP_A-8322347,SNP_A-8347549,SNP_A-8601240,SNP_A-2053184,SNP_A-1899076,SNP_A-8600110,SNP_A-8628042,SNP_A-2270514,SNP_A-2242463,SNP_A-4221976,SNP_A-4253155,SNP_A-2302881,SNP_A-8406029,SNP_A-1984733,SNP_A-2011489,SNP_A-1984732,SNP_A-8563601,SNP_A-2306304,SNP_A-1842189,SNP_A-1928323,SNP_A-2266239,SNP_A-1941166,SNP_A-2203841,SNP_A-8484693,SNP_A-4237601,SNP_A-8505105,SNP_A-8373546,SNP_A-2296271,SNP_A-8323594,SNP_A-1845616,SNP_A-2033934,SNP_A-1956646,SNP_A-2307624,SNP_A-8642253,SNP_A-8325229,SNP_A-1823799,SNP_A-1882832,SNP_A-1923466,SNP_A-4265447,SNP_A-1864125,SNP_A-4207401
CNV11010	chr5	180109948	180125790	CN_295707,CN_1120837,CN_1120838,CN_1120839	SNP_A-8550062,SNP_A-8602203,SNP_A-4216340
CNV11017	chr6	4115525	4119295	CN_1160405,CN_1160408	SNP_A-2289777,SNP_A-8527541,SNP_A-8381209
CNV11018	chr6	5978930	5979435	CN_1182661,CN_1182662,CN_1182663	
CNV11019	chr6	8872510	8878097	CN_1191649,CN_1191659	SNP_A-8418552,SNP_A-8414519,SNP_A-8353681,SNP_A-4253844,SNP_A-8661579,SNP_A-8581427,SNP_A-1852410,SNP_A-4259182
CNV11021	chr6	10175992	10177866		SNP_A-8353172,SNP_A-2121913
CNV11024	chr6	10575087	10638990	CN_1120397,CN_1120398,CN_1120411,CN_1120437,CN_1120438,CN_1120433,CN_1120434,CN_1120435,CN_1120436,CN_1120453,CN_1120469,CN_1120470,CN_1120471,CN_1120472,CN_1120474,CN_1120486,CN_1120492,CN_1120493,CN_1120515,CN_1120516,CN_1120513,CN_1120514,CN_1124808,CN_1124809,CN_1124827,CN_1124829,CN_1124828,CN_1124832,CN_1124845,CN_1124842,CN_1124843,CN_1124844,CN_1124851,CN_1124852,CN_1124863,CN_1124864,CN_1124883,CN_1124884,CN_1124916,CN_310224	SNP_A-8382621,SNP_A-8459866,SNP_A-8435675,SNP_A-4301419,SNP_A-4265500,SNP_A-4265501,SNP_A-8615543,SNP_A-8396839,SNP_A-8313373,SNP_A-2108514,SNP_A-2246873,SNP_A-4249360,SNP_A-4243600,SNP_A-4241600,SNP_A-8698843,SNP_A-2147209,SNP_A-4203628,SNP_A-2117019,SNP_A-2268773,SNP_A-2290812,SNP_A-4269689,SNP_A-8667209,SNP_A-8527210,SNP_A-8305388,SNP_A-8667210,SNP_A-8373441
CNV11025	chr6	11182288	11185184	CN_1122690,CN_1122700	SNP_A-8413322,SNP_A-8326759,SNP_A-8425918,SNP_A-1900864,SNP_A-8544020
CNV11027	chr6	19150160	19150797	CN_1188454,CN_1188455,CN_1188456	
CNV11029	chr6	19924839	19927883		SNP_A-2058835,SNP_A-8582523,SNP_A-8558366,SNP_A-8500593
CNV11030	chr6	21609666	21611713	CN_1166509	SNP_A-8481565,SNP_A-2260431,SNP_A-2077637
CNV11037	chr6	29653690	29659836		SNP_A-2125502,SNP_A-8530643,SNP_A-4220697,SNP_A-1853616,SNP_A-8417804,SNP_A-8659115,SNP_A-4258165,SNP_A-8601087
CNV11042	chr6	31445851	31448789		SNP_A-8698987,SNP_A-8597357,SNP_A-4294583,SNP_A-2244624,SNP_A-8714283,SNP_A-4260888,SNP_A-1873223
CNV11043	chr6	31467630	31559451	CN_1173328,CN_1173329,CN_1173330,CN_1173331,CN_323064,CN_1173332,CN_1173333,CN_1173334,CN_1173335,CN_1173336,CN_1173337,CN_1173338,CN_1173339,CN_1173340,CN_1173341,CN_1173342,CN_1173343,CN_1173344,CN_323074,CN_1173346,CN_1173345,CN_1173347,CN_1173349,CN_1173350,CN_1173351,CN_1173352,CN_1173355,CN_1173353,CN_1173354	SNP_A-1946440,SNP_A-8463773,SNP_A-8624285,SNP_A-2178269,SNP_A-2160968,SNP_A-8683377,SNP_A-8386366,SNP_A-2279835,SNP_A-4300608,SNP_A-8391603,SNP_A-2269311,SNP_A-2221624,SNP_A-2265441,SNP_A-2023987,SNP_A-8509172,SNP_A-4227999,SNP_A-1843742,SNP_A-2152125,SNP_A-2178020,SNP_A-1913843,SNP_A-2260583,SNP_A-8437697,SNP_A-8528446,SNP_A-8583723,SNP_A-8301576,SNP_A-8637681,SNP_A-8294811,SNP_A-2065749,SNP_A-8400475,SNP_A-8639237,SNP_A-8676754,SNP_A-4289614,SNP_A-2179012,SNP_A-1956028,SNP_A-4220235,SNP_A-8644665,SNP_A-1868267,SNP_A-1846854,SNP_A-8632765,SNP_A-8694904,SNP_A-8303792,SNP_A-8670470,SNP_A-1985614,SNP_A-1985615,SNP_A-4265587,SNP_A-1808123,SNP_A-2183152,SNP_A-1783584,SNP_A-1893075,SNP_A-2305812,SNP_A-2195264,SNP_A-8672267,SNP_A-8689312,SNP_A-8634782,SNP_A-2285361
CNV11044	chr6	32165291	32165466	CN_1175432,CN_1175435,CN_1175436,CN_1175437,CN_1175433	
CNV11052	chr6	35613289	35672789	CN_1188757,CN_1188758,CN_1188760,CN_1188761,CN_1188762,CN_323767,CN_1188764,CN_1188766,CN_323768,CN_1188767,CN_1188769,CN_1188770	SNP_A-8490232,SNP_A-8303804,SNP_A-2303975,SNP_A-8454521,SNP_A-8694398,SNP_A-8293434,SNP_A-4303233,SNP_A-1985681,SNP_A-4265602,SNP_A-8646008,SNP_A-2070576,SNP_A-1790238,SNP_A-8703146
CNV11053	chr6	38052052	38064489	CN_1158048,CN_1158049,CN_1158050,CN_1158052	SNP_A-8500111,SNP_A-8406525,SNP_A-8537265,SNP_A-1865658,SNP_A-8345181
CNV11054	chr6	38071286	38094445	CN_1158054,CN_1158055,CN_1158056,CN_1158057,CN_1158058,CN_1158059,CN_1158060,CN_1158061	SNP_A-4231527,SNP_A-8419911,SNP_A-1872725,SNP_A-1985710,SNP_A-2287468
CNV11055	chr6	38499784	38510599	CN_1160159,CN_1160160	SNP_A-1884627,SNP_A-2301937,SNP_A-8580684
CNV11056	chr6	39176890	39180010	CN_1156118,CN_1156119	SNP_A-2011718,SNP_A-2260309
CNV11060	chr6	44621323	44622929	CN_1162856,CN_1164778	SNP_A-8698314,SNP_A-2207495
CNV11064	chr6	49394262	49403008	CN_1169487,CN_1169490	SNP_A-2094602,SNP_A-2035452,SNP_A-8498579,SNP_A-1916894
CNV11065	chr6	49539524	49555254	CN_1171475,CN_1171476,CN_1171477,CN_1171478,CN_1171479,CN_1171480,CN_1171481,CN_1171482,CN_1171483	SNP_A-1854613,SNP_A-8370126,SNP_A-1919563,SNP_A-2011773,SNP_A-2289800
CNV11066	chr6	52906021	52910202	CN_1177925,CN_1177922,CN_1177923,CN_1177924,CN_1177926	SNP_A-1833550,SNP_A-4271578,SNP_A-8511602,SNP_A-1850593,SNP_A-2044611
CNV11069	chr6	54956414	54958101	CN_1182232	SNP_A-1934872,SNP_A-4273001
CNV11070	chr6	55934114	55951619	CN_1180376,CN_1180377,CN_1180379,CN_1180380,CN_1180381,CN_326935,CN_1180382	SNP_A-8473565
CNV11071	chr6	58534011	58535028	CN_1186688,CN_327489,CN_1186690	SNP_A-4205917
CNV11072	chr6	62983601	62986263	CN_1188894,CN_1188895	SNP_A-1834812
CNV11081	chr6	70071725	70074969	CN_328979	SNP_A-8460888
CNV11083	chr6	73402241	73405831	CN_1208891	SNP_A-8594404
CNV11087	chr6	75362755	75364279	CN_1219938	SNP_A-8417440,SNP_A-4236396
CNV11089	chr6	75770756	75790610	CN_1222186,CN_329906,CN_1222188,CN_1222189	
CNV11090	chr6	76299297	76309616	CN_1191336,CN_1191337	SNP_A-2054763,SNP_A-1782986
CNV11102	chr6	81572511	81592719	CN_1222269,CN_1222271,CN_1222272	SNP_A-8679642,SNP_A-2136513,SNP_A-1837077
CNV11104	chr6	82203843	82228325	CN_1191492,CN_1191494,CN_1191496,CN_1191501,CN_1191503,CN_1191504,CN_1191505,CN_1191507	SNP_A-1914333,SNP_A-2033639,SNP_A-8669546,SNP_A-1866647,SNP_A-1943043,SNP_A-8466690,SNP_A-1986626,SNP_A-1850897
CNV11105	chr6	84792453	84795900	CN_1204791,CN_1204790,CN_1204792,CN_1204793	SNP_A-2193642,SNP_A-1903060,SNP_A-1900096,SNP_A-1841990,SNP_A-1863186
CNV11110	chr6	87622171	87624208	CN_1220196	SNP_A-1798565,SNP_A-1986756
CNV11112	chr6	96267657	96279591	CN_1198388,CN_1198389,CN_1198390,CN_1198394,CN_1198395	SNP_A-1931385,SNP_A-8605480,SNP_A-8595060,SNP_A-1947607
CNV11113	chr6	99220168	99245596	CN_1213873,CN_1213875,CN_1213876,CN_1213877,CN_1213878,CN_1213879,CN_1213880	SNP_A-8452812,SNP_A-8696784,SNP_A-1886284,SNP_A-1913775,SNP_A-2172405,SNP_A-1782869
CNV11118	chr6	104096781	104100508	CN_1147052,CN_1147053,CN_1147054	SNP_A-8330694,SNP_A-8610640,SNP_A-8472777
CNV11120	chr6	105434420	105692389	CN_1153776,CN_1153778,CN_1153779,CN_1153781,CN_1153783,CN_1153784,CN_310060,CN_310061,CN_1153785,CN_1153786,CN_1153789,CN_1153790,CN_1153791,CN_1153792,CN_1153793,CN_1153795,CN_1153797,CN_310075,CN_1153799,CN_1153800,CN_310077,CN_1153801,CN_1153802,CN_1153803,CN_1153804,CN_1153805,CN_1153808,CN_1153809,CN_1153817,CN_1153818,CN_1153822,CN_1153823,CN_1153824,CN_1153825,CN_1153826,CN_1153827,CN_1153828,CN_1153829,CN_1153839,CN_1153842,CN_310102,CN_1153845,CN_1153846,CN_1153847,CN_1153848,CN_1153850,CN_1153852,CN_1153857,CN_1153860,CN_1153863,CN_1153866	SNP_A-2284745,SNP_A-8589505,SNP_A-8564592,SNP_A-1796894,SNP_A-8513978,SNP_A-8604387,SNP_A-8423057,SNP_A-1936972,SNP_A-2088458,SNP_A-8410279,SNP_A-8444998,SNP_A-2133982,SNP_A-2165341,SNP_A-8410700,SNP_A-8667285,SNP_A-8605153,SNP_A-4278495,SNP_A-8642307,SNP_A-8439457,SNP_A-4291867,SNP_A-2095895,SNP_A-2292820,SNP_A-4211883,SNP_A-1805920,SNP_A-2194034,SNP_A-4192617
CNV11121	chr6	110502880	110519930	CN_1149439,CN_1149441,CN_1149442,CN_1149443,CN_1149444,CN_1149445,CN_1149447,CN_1149448,CN_1149449	SNP_A-1957767,SNP_A-8701499,SNP_A-1858188,SNP_A-2161978,SNP_A-4247138,SNP_A-1987210,SNP_A-8475212
CNV11124	chr6	117608063	117669245	CN_1187214,CN_1187216,CN_312165,CN_1187218,CN_1187219,CN_1187220,CN_1187223,CN_1187221,CN_1187222,CN_1187224,CN_1187225,CN_1187226,CN_1187227,CN_1187228,CN_1187229,CN_1187230,CN_1187231	SNP_A-4286757,SNP_A-8657653,SNP_A-8587709,SNP_A-2087427,SNP_A-1987353,SNP_A-1806746,SNP_A-1784671,SNP_A-2065256,SNP_A-2219634,SNP_A-1987354,SNP_A-8380675,SNP_A-8306462,SNP_A-8627564,SNP_A-1948118,SNP_A-8538504
CNV11126	chr6	121563601	121565754	CN_1174129	SNP_A-1829228,SNP_A-8683143
CNV11128	chr6	124477644	124512064	CN_1156492,CN_1156493,CN_1156494,CN_1156496,CN_1156498,CN_1156499,CN_1156500,CN_1156503,CN_1156505,CN_1156506	SNP_A-8504800,SNP_A-8541139,SNP_A-4193174,SNP_A-8337875,SNP_A-1929324,SNP_A-8636518
CNV11134	chr6	132751050	132754736	CN_1167750,CN_1167751	SNP_A-4211988
CNV11135	chr6	133108849	133112093	CN_1169955,CN_1169956,CN_1169957	SNP_A-4260157,SNP_A-2130981,SNP_A-4205378,SNP_A-8541724
CNV11136	chr6	133788800	133788986	CN_1174336,CN_1174337	
CNV11138	chr6	137430261	137460049	CN_1161281,CN_1161282,CN_1161283,CN_1161284,CN_1161286,CN_1161287,CN_1161288,CN_1161289	SNP_A-2302235,SNP_A-1879221,SNP_A-2174710,SNP_A-1810532,SNP_A-8487040,SNP_A-8671501,SNP_A-8326517,SNP_A-8516616
CNV11141	chr6	139470447	139474343		SNP_A-4240794,SNP_A-8610757,SNP_A-4212016,SNP_A-2150042
CNV11142	chr6	140429449	140432237	CN_315903,CN_1178918,CN_1178919	SNP_A-8329972,SNP_A-2101030,SNP_A-4255893
CNV11143	chr6	143911563	143914293	CN_1163562	SNP_A-2252231,SNP_A-8316775,SNP_A-2139775,SNP_A-8479789,SNP_A-1937226
CNV11144	chr6	146266221	146266423	CN_1176824,CN_1176821,CN_1176822,CN_1176823,CN_316920	
CNV11145	chr6	147252374	147261510	CN_1181332,CN_1181333,CN_1181334,CN_1181335	SNP_A-8667581,SNP_A-2211298,SNP_A-2108283,SNP_A-8568653,SNP_A-8584484
CNV11147	chr6	147480203	147486248	CN_1183472	SNP_A-8421782
CNV11150	chr6	154214098	154220354	CN_1188067,CN_1188063,CN_1188064,CN_1188065,CN_1188066,CN_1188068,CN_1188069,CN_1188070,CN_1188071	SNP_A-1888886,SNP_A-1839480,SNP_A-2138744,SNP_A-1988197,SNP_A-1988198,SNP_A-8522024,SNP_A-8686606,SNP_A-2197271,SNP_A-2154155,SNP_A-2062542,SNP_A-4293692
CNV11151	chr6	154800750	154814330	CN_1157203,CN_1157204,CN_1157207,CN_318308,CN_1157209,CN_1157210,CN_1157211,CN_1157213,CN_1157214,CN_1157215,CN_1157219,CN_1157217,CN_1157220	SNP_A-8567272,SNP_A-8681470,SNP_A-1929678,SNP_A-8708010,SNP_A-8446478,SNP_A-8401672,SNP_A-8477859,SNP_A-2203398,SNP_A-2230927
CNV11152	chr6	155055779	155064045	CN_1159386	SNP_A-8386495
CNV11153	chr6	155632343	155633997		SNP_A-8716338,SNP_A-4271228
CNV11154	chr6	156253201	156254705	CN_1166031,CN_318531	SNP_A-8668915
CNV11157	chr6	159286835	159288983		SNP_A-8687743,SNP_A-8522507
CNV11162	chr6	162466702	162474145	CN_1164045,CN_1164046,CN_1164041,CN_1164043,CN_1164044,CN_1164048,CN_1164049,CN_1164050,CN_1164051,CN_1164052,CN_1164053,CN_1164054,CN_1164057,CN_1164058,CN_319482,CN_1164055,CN_1164056,CN_1164062,CN_1164063,CN_1164064,CN_1164059,CN_1164060,CN_319483,CN_1164061,CN_1164065,CN_1164066	SNP_A-8709327
CNV11164	chr6	162708979	162710851	CN_1166226,CN_1166232,CN_1166227,CN_1166228,CN_1166231,CN_1166233,CN_1166234,CN_1166235,CN_1166236,CN_1166237,CN_1166238,CN_1166239	SNP_A-1831022,SNP_A-4223913,SNP_A-8513421,SNP_A-8366087,SNP_A-4234269,SNP_A-2090820,SNP_A-8557705
CNV11167	chr6	168153832	168414471	CN_1159785,CN_1159788,CN_1159791,CN_1159796,CN_1161878,CN_1161880,CN_320340,CN_1161881,CN_1161882,CN_1161884,CN_1161887,CN_1161888,CN_1161889,CN_1161890,CN_1161894,CN_1161898,CN_1161899,CN_1161900,CN_1161902,CN_1161903,CN_1161904,CN_1161908,CN_1161909,CN_1161914,CN_1161917,CN_1161918,CN_1161920,CN_1161922,CN_1161926,CN_1161928,CN_1161930,CN_1161931,CN_1161936,CN_1161938,CN_1161939,CN_1161940,CN_1161941,CN_1161943,CN_1161945,CN_1161950	SNP_A-1906339,SNP_A-2126741,SNP_A-8436187,SNP_A-8353230,SNP_A-4287373,SNP_A-2135476,SNP_A-8675641,SNP_A-2173466,SNP_A-8385572,SNP_A-1811502,SNP_A-8641499,SNP_A-1988526,SNP_A-2244423,SNP_A-8533699,SNP_A-8480630,SNP_A-8670596,SNP_A-8670597,SNP_A-8703757,SNP_A-8330846,SNP_A-1915312,SNP_A-2183217,SNP_A-2024484,SNP_A-8440633,SNP_A-8434347,SNP_A-2169378,SNP_A-8477941,SNP_A-8602683,SNP_A-8299976,SNP_A-8561800,SNP_A-2131917,SNP_A-8670598,SNP_A-8295841,SNP_A-2027958,SNP_A-8685808,SNP_A-8636788,SNP_A-2280287,SNP_A-2259610,SNP_A-2194112,SNP_A-8610439,SNP_A-8386049,SNP_A-8384587,SNP_A-2241224,SNP_A-4287512,SNP_A-8706966,SNP_A-2094833
CNV11168	chr6	168691609	168696437	CN_1164107,CN_1164108	SNP_A-8399409,SNP_A-4220083
CNV11169	chr6	168794436	168796266	CN_1164147,CN_1164148	SNP_A-8479470,SNP_A-2052861,SNP_A-4195233
CNV11171	chr6	169325415	169336567	CN_1166424,CN_1166425,CN_1166426,CN_1166427,CN_1166432,CN_1166430,CN_1168512,CN_1168509,CN_1168510,CN_1168511,CN_1168513,CN_1168516,CN_1168518,CN_1168514,CN_1168515,CN_1168517,CN_1168520,CN_1168521,CN_320484,CN_1168522,CN_1168523,CN_1168519,CN_1168525	SNP_A-2023013,SNP_A-1900093,SNP_A-2237006,SNP_A-8711490,SNP_A-8571159,SNP_A-8323740,SNP_A-2191959,SNP_A-4258325,SNP_A-8598874
CNV11172	chr7	138438	163742	CN_340076,CN_1203786,CN_1203785,CN_1214786,CN_1223587,CN_1223588,CN_1223589,CN_1195261,CN_1199698,CN_1212980,CN_1219563,CN_1219564,CN_1219565,CN_1219625,CN_343573,CN_1221818	SNP_A-8471312,SNP_A-8297860,SNP_A-2050760,SNP_A-2203361,SNP_A-8633047,SNP_A-8593826,SNP_A-1867413,SNP_A-2059621,SNP_A-4257345,SNP_A-8439312,SNP_A-2079578,SNP_A-2177917,SNP_A-8408844,SNP_A-8308481,SNP_A-2123640
CNV11176	chr7	3207517	3212464	CN_1237987,CN_345777,CN_1237989	SNP_A-8585364
CNV11178	chr7	3383084	3391602	CN_1246970,CN_1246968,CN_1246969,CN_1246979,CN_1246980,CN_1246981,CN_346016,CN_1246988,CN_1246990,CN_1246999,CN_1246995,CN_1246996,CN_1246997,CN_1246998,CN_1247003,CN_1247004,CN_1247006,CN_346023	SNP_A-2152467,SNP_A-4249839,SNP_A-2214063,SNP_A-2067579,SNP_A-8312588,SNP_A-8491601
CNV11180	chr7	4457017	4457115	CN_1236046,CN_1236047,CN_1236048	
CNV11181	chr7	6761068	6802025	CN_1236442,CN_1236453,CN_1236457,CN_1236491,CN_1236494,CN_1238640,CN_1238656,CN_1238666,CN_1238679,CN_1238697,CN_1238702	SNP_A-2254170,SNP_A-8680433
CNV11182	chr7	7099063	7202804	CN_1256634,CN_352023,CN_1256635,CN_1256683,CN_1256692,CN_1256691,CN_1256694,CN_1256707,CN_1256709,CN_1256711,CN_1256723,CN_1256724,CN_1256725,CN_1256726,CN_1256743,CN_1256749,CN_1256751,CN_1256752,CN_1256762,CN_1256763,CN_1256765,CN_1258901,CN_1258905,CN_1258917,CN_1258935,CN_1258938,CN_1258947,CN_1258970,CN_1258972,CN_1258978,CN_1258979,CN_1258995,CN_1258996,CN_1259001,CN_352193,CN_1225274,CN_1225280,CN_1225287,CN_1225289,CN_1225290	SNP_A-8556761,SNP_A-8449809,SNP_A-8535377,SNP_A-8678944,SNP_A-8548621,SNP_A-1958958,SNP_A-4205422,SNP_A-4294969,SNP_A-1988654,SNP_A-1988655,SNP_A-1988656,SNP_A-1988658,SNP_A-2231104,SNP_A-4266127,SNP_A-8700517,SNP_A-8671518,SNP_A-8671520,SNP_A-4266128,SNP_A-4277861,SNP_A-8710772,SNP_A-8587583,SNP_A-2179131,SNP_A-2066296,SNP_A-4266129,SNP_A-8497994,SNP_A-8479529,SNP_A-1824646,SNP_A-2259628,SNP_A-4275702,SNP_A-2289296,SNP_A-2045417,SNP_A-8646329,SNP_A-2118078,SNP_A-2126777,SNP_A-8524895,SNP_A-2216382,SNP_A-8671521,SNP_A-1988661,SNP_A-1988663,SNP_A-4212159,SNP_A-2030919,SNP_A-2186260,SNP_A-8306415,SNP_A-1988666,SNP_A-1988667,SNP_A-4297591,SNP_A-4241963,SNP_A-8467882,SNP_A-4241991,SNP_A-4236847,SNP_A-4295100,SNP_A-8684822
CNV11183	chr7	8003831	8009147	CN_1227672,CN_1227676,CN_1227678	SNP_A-2066458,SNP_A-1902217,SNP_A-1947520,SNP_A-8317423,SNP_A-4285708
CNV11185	chr7	8900413	9003125	CN_1243656,CN_1243665,CN_1245814,CN_1245845,CN_355273,CN_1245879,CN_1245894,CN_1245909,CN_1245915,CN_1248056,CN_1248062,CN_1248086,CN_1248091,CN_1248140,CN_1248141,CN_1250304	SNP_A-8580742,SNP_A-8347485,SNP_A-8646377,SNP_A-1795234,SNP_A-8427554,SNP_A-8300649,SNP_A-8616479,SNP_A-2165836,SNP_A-8652203,SNP_A-8605959,SNP_A-1988734,SNP_A-8625599,SNP_A-2039800,SNP_A-2177702,SNP_A-1782115,SNP_A-8565511,SNP_A-8535229,SNP_A-2158019,SNP_A-1873052,SNP_A-8531373,SNP_A-4205972,SNP_A-4219096,SNP_A-8550634,SNP_A-8498280,SNP_A-8583752,SNP_A-8499723,SNP_A-8584577,SNP_A-8686998,SNP_A-8374427,SNP_A-8460356
CNV11192	chr7	12290718	12326469	CN_1216593,CN_1216594,CN_1216596,CN_1216633,CN_1216634,CN_1216635,CN_1216666,CN_1218740,CN_1218753,CN_1218767,CN_1218768,CN_1218784,CN_1218786,CN_1218787	SNP_A-2144229,SNP_A-4278586,SNP_A-2163876,SNP_A-8535866,SNP_A-2120917,SNP_A-8537518,SNP_A-1988857,SNP_A-4234423,SNP_A-8451818,SNP_A-2076939,SNP_A-2112726
CNV11196	chr7	16122083	16175354	CN_1219666,CN_1219667,CN_1219668,CN_1219669,CN_1219670,CN_1219671,CN_1219672,CN_1219673,CN_1219674,CN_1219675,CN_1219676,CN_1219677,CN_1219678,CN_1219679,CN_1219680,CN_1219681,CN_1219682,CN_1219683,CN_1219684,CN_1219685,CN_1219686,CN_1219687	SNP_A-2231858,SNP_A-8565880,SNP_A-2158993,SNP_A-1856047,SNP_A-8450235,SNP_A-2030160,SNP_A-8537098,SNP_A-2139425,SNP_A-4266185,SNP_A-8371414,SNP_A-2165656,SNP_A-1850786,SNP_A-4221322,SNP_A-8642655,SNP_A-2200525,SNP_A-2095490,SNP_A-1922943,SNP_A-8448891,SNP_A-2042878,SNP_A-2264188,SNP_A-2134703,SNP_A-2189393,SNP_A-8306422,SNP_A-2182636,SNP_A-8692983,SNP_A-2251100,SNP_A-2194191,SNP_A-1943057,SNP_A-2130965,SNP_A-4239363,SNP_A-8600823,SNP_A-2180782,SNP_A-8462508
CNV11198	chr7	16867066	16869566	CN_1224059,CN_1224060	SNP_A-8668582,SNP_A-4212224,SNP_A-8523118,SNP_A-8394713,SNP_A-1843827
CNV11200	chr7	19185839	19318551	CN_1239965,CN_1239966,CN_1239967,CN_1239968,CN_1239969,CN_1239971,CN_1239974,CN_1239975,CN_1239976,CN_344066,CN_344068,CN_344070,CN_1239980,CN_344072,CN_1239985,CN_1239987,CN_1239988,CN_1239989,CN_1239993,CN_1239996,CN_1240000,CN_1240001,CN_1240003,CN_1240005,CN_1240007,CN_1240008,CN_1240011,CN_1240014,CN_1240015,CN_1240016	SNP_A-1989076,SNP_A-8416773,SNP_A-8672620,SNP_A-2284763,SNP_A-8351770,SNP_A-2035660,SNP_A-8519418,SNP_A-8542150,SNP_A-8568436,SNP_A-8384795,SNP_A-8653722,SNP_A-8548434,SNP_A-8689565,SNP_A-8420899,SNP_A-8669285,SNP_A-2145030,SNP_A-2021955,SNP_A-8652747,SNP_A-8469131,SNP_A-8503058,SNP_A-8336131,SNP_A-4207268,SNP_A-1834024,SNP_A-8669286,SNP_A-8581179,SNP_A-8374281,SNP_A-1844913,SNP_A-4257895,SNP_A-2294463,SNP_A-1989077,SNP_A-2166795,SNP_A-4272469,SNP_A-1903600,SNP_A-8534615,SNP_A-2247104,SNP_A-4215207,SNP_A-4212243,SNP_A-1989078,SNP_A-1829954,SNP_A-8516017,SNP_A-2170995,SNP_A-8598535,SNP_A-2054038,SNP_A-2272370,SNP_A-8325782,SNP_A-4196121,SNP_A-8669288,SNP_A-8669289,SNP_A-8530127
CNV11204	chr7	22913887	22917436	CN_1260170,CN_1260171,CN_1260172,CN_1260173	SNP_A-1989181,SNP_A-8670029
CNV11205	chr7	24075411	24086271	CN_1228827,CN_1228828,CN_1228829,CN_1228833,CN_1228835,CN_1228830,CN_1228831,CN_1228832,CN_1228834,CN_1228836,CN_1228837,CN_1228838,CN_1228839,CN_1228840,CN_1228841,CN_1228842	SNP_A-8635939,SNP_A-2244325,SNP_A-8670045,SNP_A-8670046,SNP_A-8520580,SNP_A-8650780,SNP_A-4199961
CNV11209	chr7	29446980	29460758	CN_345415,CN_1258125,CN_1258126,CN_1258127,CN_1258128	SNP_A-8510016
CNV11210	chr7	29556955	29562244	CN_1258158	SNP_A-4212302
CNV11212	chr7	32504626	32510377	CN_345821,CN_1240231,CN_1240232,CN_1240233	
CNV11213	chr7	34672817	34685726	CN_1251520	SNP_A-8531929,SNP_A-8701938,SNP_A-8297430
CNV11214	chr7	37239808	37241308	CN_1231304,CN_1231305	SNP_A-8534032,SNP_A-2169068,SNP_A-1902817
CNV11218	chr7	46649331	46658596	CN_1247317,CN_1247320,CN_1247318,CN_1247319,CN_1247322,CN_1247323,CN_1247324,CN_1247325,CN_1247327,CN_1247328,CN_1247331,CN_1247337,CN_1247339,CN_1249454,CN_1249455	SNP_A-2090732,SNP_A-2086582,SNP_A-2120073,SNP_A-1861252,SNP_A-4221802,SNP_A-1819892,SNP_A-2106557
CNV11219	chr7	47058526	47062164	CN_1251726	SNP_A-2070223,SNP_A-1945581,SNP_A-2216922
CNV11220	chr7	48170032	48178564	CN_348216,CN_1256298,CN_1256299	SNP_A-8411479
CNV11221	chr7	48359113	48369286	CN_1258475,CN_1258476,CN_1258477,CN_348241	SNP_A-2129133,SNP_A-8523233,SNP_A-8542101
CNV11222	chr7	48951405	48955093	CN_1224923,CN_1224924	SNP_A-1936196,SNP_A-4225393,SNP_A-1903519,SNP_A-8586244
CNV11223	chr7	50769283	50773981		SNP_A-1989907,SNP_A-2255561,SNP_A-8335736,SNP_A-4286245
CNV11224	chr7	52510932	52516605		SNP_A-8645039,SNP_A-1918922
CNV11226	chr7	52988220	52992832	CN_1247444	SNP_A-1989953,SNP_A-8669348,SNP_A-8669349,SNP_A-8431938,SNP_A-4202417
CNV11227	chr7	53229811	53240384	CN_1249668,CN_348930,CN_1249670,CN_348931	SNP_A-8327507,SNP_A-8499037
CNV11228	chr7	53959613	53965429	CN_1254169,CN_1254176,CN_1254171,CN_1254175,CN_1254182,CN_1254177,CN_1254178,CN_1254180,CN_1254183,CN_1254184,CN_1254185,CN_1254186,CN_1254190,CN_1254191,CN_1254192,CN_1254193	SNP_A-2159840,SNP_A-1895746,SNP_A-8636546
CNV11230	chr7	57508592	57530673	CN_1240768,CN_1240769,CN_1240771,CN_1240772,CN_1240773,CN_1240774,CN_1240775,CN_1240776	SNP_A-2272468,SNP_A-8533411,SNP_A-2289964,SNP_A-8534651,SNP_A-8510858
